Timestamp,Open,High,Low,Close,Volume
2024-09-16 10:00:00,418.160061086315,418.2171119331667,418.0195545540658,418.0890155788136,44296.0
2024-09-16 10:00:10,418.0668514133739,418.1591394873531,418.01778596330246,418.06689107688686,31382.0
2024-09-16 10:00:20,418.0522712132704,418.1760527785106,417.9595625128465,418.0171929486645,63773.0
2024-09-16 10:00:30,418.12155266468585,418.2584637072593,418.0468662576278,418.1864147925359,50464.0
2024-09-16 10:00:40,418.2402789910086,418.5094536107418,418.2173266511032,418.4779609313461,68395.0
2024-09-16 10:00:50,418.4898667776991,418.5823648011811,418.3818632936638,418.5823648011811,39461.0
2024-09-16 10:01:00,418.4923886219439,418.5411798206264,418.2988770109127,418.41064160157725,45195.0
2024-09-16 10:01:10,418.4118470458253,418.498160510392,418.3010830763932,418.3799293602316,54334.0
2024-09-16 10:01:20,418.55870713215,418.5954448758481,418.4480659642499,418.4713695589799,40862.0
2024-09-16 10:01:30,418.528049931789,418.762542245374,418.457736888497,418.6894019108782,56752.0
2024-09-16 10:01:40,418.7386769539285,419.2051073614743,418.728109174518,419.1086570172732,47289.0
2024-09-16 10:01:50,419.1235184135232,419.1503835603682,419.013701272882,419.013701272882,31657.0
2024-09-16 10:02:00,419.0241840252786,419.11294473545024,418.7551070078984,418.9195187550628,50545.0
2024-09-16 10:02:10,418.9680481841988,419.0252322884535,418.6385186530233,418.6928233424774,61844.0
2024-09-16 10:02:20,418.6448332849933,418.7841166359867,418.58471490258256,418.64788356289256,50459.0
2024-09-16 10:02:30,418.7097164163925,418.8775464245935,418.6435135332628,418.8232215511345,56827.0
2024-09-16 10:02:40,418.8256833222757,418.9073570691057,418.62966990354215,418.70051353840313,64022.0
2024-09-16 10:02:50,418.7641884001709,418.82981694859785,418.7153169653368,418.727374624064,53594.0
2024-09-16 10:03:00,418.78428602308,418.7893137316639,418.60292784988593,418.64222024801694,54243.0
2024-09-16 10:03:10,418.6751328527952,418.7952682076359,418.6118657414476,418.7746810568205,56275.0
2024-09-16 10:03:20,418.8176411054826,419.0164129471714,418.76494217849375,418.9887127357475,34048.0
2024-09-16 10:03:30,418.93675746371775,419.15200646344886,418.8631625264934,419.03072915198135,55021.0
2024-09-16 10:03:40,419.0202699613734,419.3193607950439,419.0141180309317,419.3056930057493,36930.0
2024-09-16 10:03:50,419.30697624598463,419.4798206969168,419.25778715040383,419.28573837017495,47937.0
2024-09-16 10:04:00,419.3074152277655,419.3289858895829,419.04234519803833,419.2596088185573,74395.0
2024-09-16 10:04:10,419.2793604959465,419.38802382967896,419.1538655830889,419.3216132187308,60165.0
2024-09-16 10:04:20,419.2530145643022,419.3359192402058,419.1463088019791,419.2277645718207,53441.0
2024-09-16 10:04:30,419.1770423905901,419.23652958515936,419.015116268158,419.07660833049056,46182.0
2024-09-16 10:04:40,419.0559436371408,419.1069367633332,418.9056341585565,418.9056341585565,59912.0
2024-09-16 10:04:50,418.9538129192911,418.96084411303616,418.76130091044064,418.8536312083727,53699.0
2024-09-16 10:05:00,418.8614454723128,418.96108010950456,418.77726538107686,418.8652830134466,55270.0
2024-09-16 10:05:10,418.9131699841855,419.01328179221935,418.7953698590632,418.9148063389063,46008.0
2024-09-16 10:05:20,418.8808345342487,418.91641753510345,418.5002346597145,418.66845034937535,50580.0
2024-09-16 10:05:30,418.6927229831373,418.74783759662887,418.4563385068896,418.5997176094716,48373.0
2024-09-16 10:05:40,418.50689541881417,418.96995039130985,418.4911253366197,418.9464779343338,63318.0
2024-09-16 10:05:50,418.97338126567,419.1148908213854,418.9164010268294,419.0582294107879,47014.0
2024-09-16 10:06:00,419.0178100784759,419.10463412747487,418.94191007754966,418.9840565830243,54054.0
2024-09-16 10:06:10,418.9643494566154,419.0059631564876,418.8082926772105,418.8297584646703,29318.0
2024-09-16 10:06:20,418.92716025434055,418.9447238444238,418.70467561110826,418.7666686019963,56878.0
2024-09-16 10:06:30,418.8158256261848,418.9555052542928,418.7556462379276,418.9162922197033,48273.0
2024-09-16 10:06:40,418.9161102295726,419.0632442221452,418.8896915348079,418.9577201789787,61776.0
2024-09-16 10:06:50,418.95356160176783,419.19260554113424,418.9436111497857,419.1103228185851,39732.0
2024-09-16 10:07:00,419.0338842654251,419.10156630056815,418.7728036328553,419.00547161664986,55258.0
2024-09-16 10:07:10,418.957562954135,419.23565144942654,418.957562954135,419.04196205611873,49563.0
2024-09-16 10:07:20,418.96791204600686,419.0021790210826,418.6596563285535,418.6648107879338,71070.0
2024-09-16 10:07:30,418.7205988928949,419.0425609602413,418.7049051751746,418.9095857283915,49228.0
2024-09-16 10:07:40,419.0389887041117,419.27051441477926,418.9399505054613,419.1371218348916,59773.0
2024-09-16 10:07:50,419.2647401172351,419.4329456984136,419.2647401172351,419.3744958992734,46509.0
2024-09-16 10:08:00,419.3852614193917,419.4725817798876,419.2727342405028,419.2916007793146,54958.0
2024-09-16 10:08:10,419.2894539533581,419.4852574523989,419.2392945153176,419.4767159501233,53717.0
2024-09-16 10:08:20,419.3826307009359,419.5482686470867,419.34496445403744,419.4918651712141,68604.0
2024-09-16 10:08:30,419.5203835475296,419.54337430332,419.1116775470106,419.1683786026372,60742.0
2024-09-16 10:08:40,419.12601087712017,419.1940150748739,418.9453681890389,418.97490138339566,41811.0
2024-09-16 10:08:50,418.9854429960479,419.0510426979801,418.8390625263072,418.9286128988407,56287.0
2024-09-16 10:09:00,418.9984064490545,419.3058942876025,418.9755537053358,419.2177291851039,55893.0
2024-09-16 10:09:10,419.27710509178,419.4878360918473,419.2161070770937,419.4792548261742,52369.0
2024-09-16 10:09:20,419.52257058766304,419.6209110793675,419.4449386341228,419.5653694339469,70903.0
2024-09-16 10:09:30,419.5819838249544,419.7454057329872,419.4899092249785,419.5006809410651,47598.0
2024-09-16 10:09:40,419.5358293249145,419.5819658183726,419.2294359826428,419.2719567340252,55470.0
2024-09-16 10:09:50,419.2610422745747,419.2967226132481,419.1173645400537,419.1551255952591,58691.0
2024-09-16 10:10:00,419.1942911622823,419.2552006997013,419.0483961215569,419.1074907154117,46095.0
2024-09-16 10:10:10,419.0535805910753,419.2176452106638,419.0208713290884,419.0339112449763,66399.0
2024-09-16 10:10:20,419.0107030522074,419.174808226177,418.9922524370005,419.0159052474101,57159.0
2024-09-16 10:10:30,418.9941800412848,419.1172591853481,418.9125977292548,418.9125977292548,65207.0
2024-09-16 10:10:40,418.849617263787,418.8957276172152,418.6515924069838,418.7018200959837,56149.0
2024-09-16 10:10:50,418.66514179989946,418.6827772615893,418.4855047215058,418.52871039771935,42042.0
2024-09-16 10:11:00,418.5668024115761,418.7838956246885,418.5027167283112,418.753549548324,54082.0
2024-09-16 10:11:10,418.7916938308725,418.8172516310023,418.6295140390674,418.6399246338776,60654.0
2024-09-16 10:11:20,418.6634555163489,418.74348889729646,418.60545271005407,418.6720610924151,29605.0
2024-09-16 10:11:30,418.703080930123,418.92050638347285,418.69461478918186,418.8357426267975,44642.0
2024-09-16 10:11:40,418.8550931377495,418.93724886748623,418.8069096815511,418.93724886748623,45366.0
2024-09-16 10:11:50,418.91949406071967,418.97559019382544,418.7528022203282,418.83182198570586,40715.0
2024-09-16 10:12:00,418.8652863057748,418.91695702198336,418.7334711889646,418.77369486424647,73199.0
2024-09-16 10:12:10,418.7470132044112,418.80673799490825,418.6852803843447,418.7578022114495,44145.0
2024-09-16 10:12:20,418.8146197206812,419.021628882411,418.6815153893272,418.89566707019753,54794.0
2024-09-16 10:12:30,418.87896276566414,418.9315525232615,418.62978144486186,418.7899704329303,56120.0
2024-09-16 10:12:40,418.78973775505904,419.0183368445436,418.7695545803692,418.8568417942466,55499.0
2024-09-16 10:12:50,418.85303232748674,418.9026271041059,418.6067166406952,418.64734724489887,52872.0
2024-09-16 10:13:00,418.6876633415004,418.7572887805289,418.44371595560216,418.5011743561686,58278.0
